varname,summary
iwrobspost_coop,FTF ONLY: Post IWR Obs- R cooperation
iwrobspost_levinfo,FTF ONLY: Post IWR Obs- R level of information
iwrobspost_intell,FTF ONLY: Post IWR Obs- R apparent intelligence
iwrobspost_suspic,FTF ONLY: Post IWR Obs- R suspicious
iwrobspost_interest,FTF ONLY: Post IWR Obs- R interest in IW
iwrobspost_sincere,FTF ONLY: Post IWR Obs- R sincerity
iwrobspost_doubtsnc,FTF ONLY: Post IWR Obs- Places where sincerity doubted
iwrobspost_doubtsnc_dsc,FTF ONLY: RESTRICTED: POST IWR Obs- Where sincerity doubted
iwrobspost_react1,FTF ONLY: Post IWR Obs- R reaction to IW 1
iwrobspost_react2,FTF ONLY: Post IWR Obs- R reaction to IW 2
iwrobspost_react3,FTF ONLY: Post IWR Obs- R reaction to IW 3
iwrobspost_react4,FTF ONLY: Post IWR Obs- R reaction to IW 4
iwrobspost_react5,FTF ONLY: Post IWR Obs- R reaction to IW 5
iwrobspost_react6,FTF ONLY: Post IWR Obs- R reaction to IW 6
iwrobspost_react7,FTF ONLY: Post IWR Obs- R reaction to IW 7
iwrobspost_react8,FTF ONLY: Post IWR Obs- R reaction to IW 8
iwrobspost_iwrentry_casi,FTF ONLY: Post IWR Obs- Did R enter all CASI responses himself/herself
iwrobspost_iwraid_casi,FTF ONLY: Post IWR Obs- Did R require any assistance in CASI module
iwrobspost_datecompl,FTF ONLY: Post IWR Obs- Date IWR obs module completed
iwrobspost_iwrid,FTF ONLY: Post IWR obs- IWR id of interviewer completing Post IWR observations
iwrdesc_pre_completed,FTF ONLY: Pre survey IWR description: IWR agree to description module
iwrdesc_pre_iwrid,FTF ONLY: Pre survey IWR description: pre-election survey IWR id
iwrdesc_pre_skintone,FTF ONLY: Pre survey IWR descr: skintone
iwrdesc_pre_born_year,FTF ONLY: RESTRICTED: Pre survey IWR descr: year born
iwrdesc_pre_age,FTF ONLY: RESTRICTED: Pre survey IWR descr: age
iwrdesc_pre_agegrp,FTF ONLY: Pre survey IWR descr: agr group
iwrdesc_pre_educ,FTF ONLY: RESTRICTED: Pre survey IWR descr: education
iwrdesc_pre_educgrp,FTF ONLY: Pre survey IWR descr: education group
iwrdesc_pre_gender,FTF ONLY: Pre survey IWR descr: gender
iwrdesc_pre_lang,FTF ONLY: Pre survey IWR descr: Spanish spoken
iwrdesc_pre_exper,FTF ONLY: RESTRICTED: Pre survey IWR descr: experience
iwrdesc_pre_exper_grp,FTF ONLY: Pre survey IWR descr: experience (grouped)
iwrdesc_pre_hisp,FTF ONLY: Pre survey IWR descr: Hispanic
iwrdesc_pre_race_white,FTF ONLY: Pre survey IWR descr: White
iwrdesc_pre_race_black,FTF ONLY: Pre survey IWR descr: Black
iwrdesc_pre_race_other,FTF ONLY: Pre survey IWR descr: Race other than white or black
pre_iwrdsc_race_native,FTF ONLY: RESTRICTED: Pre survey IWR descr: Native american
iwrdesc_pre_race_asian,FTF ONLY: RESTRICTED: Pre survey IWR descr: Asian
iwrdesc_pre_race_pacif,FTF ONLY: RESTRICTED: Pre survey IWR descr: Pacific Islander or Native Hawaiian
iwrdesc_pre_race_oth,FTF ONLY: RESTRICTED: Pre survey IWR descr: Other race
iwrdesc_pre_pid,FTF ONLY: Pre survey IWR descr: Party ID
iwrdesc_pre_pid_demstr,FTF ONLY: Pre survey IWR descr: strong Democrat
iwrdesc_pre_pid_repstr,FTF ONLY: Pre survey IWR descr: strong Republican
iwrdesc_pre_pid_lean,FTF ONLY: Pre survey IWR descr: leaning toward either major party
iwrdesc_post_completed,FTF ONLY: Post survey IWR description: IWR agree to description module
iwrdesc_post_iwrid,FTF ONLY: Post survey IWR description- post-election survey IWR id
iwrdesc_post_skintone,FTF ONLY: Post survey IWR descr: skintone
iwrdesc_post_born_year,FTF ONLY: RESTRICTED: Post survey IWR descr: year born
iwrdesc_post_age,FTF ONLY: RESTRICTED: Post survey IWR descr: age
iwrdesc_post_agegrp,FTF ONLY: Post survey IWR descr: agr group
iwrdesc_post_educ,FTF ONLY: RESTRICTED: Post survey IWR descr: education
iwrdesc_post_educgrp,FTF ONLY: Post survey IWR descr: education group
iwrdesc_post_gender,FTF ONLY: Post survey IWR descr: gender
iwrdesc_post_lang,FTF ONLY: Post survey IWR descr: Spanish spoken
iwrdesc_post_exper,FTF ONLY: RESTRICTED: Post survey IWR descr: experience
iwrdesc_post_exper_grp,FTF ONLY: Post survey IWR descr: experience (grouped)
iwrdesc_post_hisp,FTF ONLY: Post survey IWR descr: Hispanic
iwrdesc_post_race_white,FTF ONLY: Post survey IWR descr: White
iwrdesc_post_race_black,FTF ONLY: Post survey IWR descr: Black
iwrdesc_post_race_other,FTF ONLY: Post survey IWR descr: Race other than white or black
post_iwrdsc_racenative,FTF ONLY: RESTRICTED: Post survey IWR descr: Native american
iwrdesc_post_raceasian,FTF ONLY: RESTRICTED: Post survey IWR descr: Asian
iwrdesc_post_racepacif,FTF ONLY: RESTRICTED: Post survey IWR descr: Pacific Islander or Native Hawaiian
iwrdesc_post_race_oth,FTF ONLY: RESTRICTED: Post survey IWR descr: Other race
iwrdesc_post_pid,FTF ONLY: Post survey IWR descr: Party ID
iwrdesc_post_pid_demstr,FTF ONLY: Post survey IWR descr: strong Democrat
iwrdesc_post_pid_repstr,FTF ONLY: Post survey IWR descr: strong Republican
iwrdesc_post_pid_lean,FTF ONLY: Post survey IWR descr: leaning toward either major party
profile_completed,WEB ONLY: Core profile- Date completed
profile_panelentrydate,WEB ONLY: Date R entered the Panel (YYYYMMDD)
profile_recruittype,WEB ONLY: Panel recruitment type
profile_surveyscompleted,"WEB ONLY: Number of surveys completed up to and including October 10, 2012"
profile_headhh,WEB ONLY: Core profile- R household head
profile_hhsize,WEB ONLY: Core profile- Size of R household
profile_housing,WEB ONLY: Core profile- Housing type of respondent home
profile_homeown,WEB ONLY: Core profile- R home ownership status
profile_educdegree,WEB ONLY: Core profile- R education
profile_educ,WEB ONLY: Core profile- R education 4 categories
profile_region9,WEB ONLY: Core profile- Sample address region 9 categories
profile_hhchild0to1,WEB ONLY: RESTRICTED: Core profile- household children 0-1
profile_hhchild2to5,WEB ONLY: RESTRICTED: Core profile- household children 2-5
profile_hhchild6to12,WEB ONLY: RESTRICTED: Core profile- household children 6-12
profile_hhchild13to17,WEB ONLY: RESTRICTED: Core profile- household children 13-17
profile_hhchild0to5_x,WEB ONLY: SUMMARY: Core profile- household children 0-5
profile_hhchild6to17_x,WEB ONLY: SUMMARY: Core profile- household children 6-17
profile_hhadults,WEB ONLY: Core profile- household adults 18/older
profile_raceeth,WEB ONLY: Core profile- Race-ethnicity
profile_gender,WEB ONLY: Core profile- R gender
profile_marital,WEB ONLY: Core profile- R marital status
profile_hhincome,WEB ONLY: Core profile- household income 19 categories
profile_empstatus,WEB ONLY: Core profile- Current employment status — OLD
profile_inetaccess,WEB ONLY: Core profile- household internet access
profile_pid7_x,WEB ONLY: SUMMARY: Core profile- political party affiliation (7 cat)
profile_hhmembers,WEB ONLY: Core profile Are there other members in household
profile_race_r,WEB ONLY: Core profile- Race (collapsed)
profile_racefull_r,WEB ONLY: Core profile- Race
profile_censusrace_r,"WEB ONLY: Core profile- Race, Census categories (collapsed)"
profile_censusracefull_r,"WEB ONLY: Core profile- Race, Census categories"
profile_hisp,"WEB ONLY: Core profile- Are you of Spanish, Hispanic, or Latino descent?"
profile_lang,WEB ONLY: Core profile- R language
profile_preferlang,WEB ONLY: Core profile- R prefer to do surveys in Spanish or English
profile_primelang,WEB ONLY: Core profile- R primary language
profile_spanspeak,WEB ONLY: Core profile- Level of Spanish speaking proficiency
profile_spanread,WEB ONLY: Core profile- Level of Spanish reading proficiency
profile_engspeak,WEB ONLY: Core profile- Level of English speaking proficiency
profile_engread,WEB ONLY: Core profile- Level of English reading proficiency
profile_race1,WEB ONLY: RESTRICTED: Core Profile- Race ident 1 (not ordered)
profile_race2,WEB ONLY: RESTRICTED: Core Profile- Race ident 2 (not ordered)
profile_race3,WEB ONLY: RESTRICTED: Core Profile- Race ident 3 (not ordered)
profile_racemost,WEB ONLY: Core Profile- Race R identifies with most (collapsed)
profile_racemost_full,WEB ONLY: Core Profile- Race R identifies with most (full)
profile_spanishsurv,WEB ONLY: Core profile- Spanish survey taker
profile_trynewprod,WEB ONLY: Core profile- Try new products before other people
profile_newbrands,WEB ONLY: Core profile- Often try new brands
profile_looknewprod,WEB ONLY: Core profile- When shopping I look for what is new
profile_trynew1st,WEB ONLY: Core profile- Like to be first to try something new
profile_tellothersnew,WEB ONLY: Core profile- Like to tell others about what is new
profile_hhshopamt,WEB ONLY: Core profile- Amount of household grocery shopping
profile_rparentguard,WEB ONLY: Core profile- R parent or legal guardian
profile_emptynext,WEB ONLY: Core profile- Empty nest household
profile_everparent,WEB ONLY: Core profile- R ever a parent
profile_hhlandline,WEB ONLY: Core profile- Working landline in household
profile_hhcellphone,WEB ONLY: Core profile- Working cell phone in household
profile_phoneuse,WEB ONLY: Core profile- Cell phone/landline phone use
profile_computers,WEB ONLY: Core profile- Number of computers in household
profile_inetcomputers,WEB ONLY: Core profile- Number of computers connected to the Internet
profile_inet_dialup,WEB ONLY: Core profile- Internet connection dial-up
profile_inet_dsl,WEB ONLY: Core profile- Internet connection DSL
profile_inet_cable,WEB ONLY: Core profile- Internet connection Cable modem
profile_inet_bband,WEB ONLY: Core profile- Internet connection mobile broadband
profile_inet_satell,WEB ONLY: Core profile- Internet connection satellite
profile_inet_fiboptics,WEB ONLY: Core profile- Internet connection fiber optics
profile_inet_tohbband,WEB ONLY: Core profile- Internet connection other broadband
profile_inet_wireless,WEB ONLY: Core profile- Internet connection wireless
profile_inet_other,WEB ONLY: Core profile- Internet connection something else
profile_birthmonth,WEB ONLY: RESTRICTED: Core profile- Month of birth
profile_birthday,WEB ONLY: RESTRICTED: Core profile- Day of birth
profile_birthyear,WEB ONLY: Core profile- Year of birth
profile_rpet_cat,WEB ONLY: Core profile- Does R have any pets : cat
profile_rpet_dog,WEB ONLY: Core profile- Does R have any pets : dog
profile_rpet_fish,WEB ONLY: Core profile- Does R have any pets : fish
profile_rpet_bird,WEB ONLY: Core profile- Does R have any pets : bird
profile_rpet_gerbil,WEB ONLY: Core profile- Does R have any pets : gerbil etc.
profile_rpet_reptile,WEB ONLY: Core profile- Does R have any pets : reptile
profile_rpet_horse,WEB ONLY: Core profile- Does R have any pets : horse
profile_rpet_other,WEB ONLY: Core profile- Does R have any pets : other
profile_oth_hhpet,WEB ONLY: Core profile- Does anyone in the HH own a pet?
profile_rstudent,WEB ONLY: Core profile- R full-time or part-time student?
profile_dualincome,WEB ONLY: Core profile- Dual income household
profile_numjobs,WEB ONLY: Core profile- How many jobs R has
profile_fulltimejob,WEB ONLY: Core profile- Full-time/part-time main job or main job
profile_jobind,WEB ONLY: RESTRICTED: Core profile- Industry (tight scale) in current or main job
profile_ind_foodmfg,WEB ONLY: Core profile- Food Manufacturing
profile_ind_bevtob,WEB ONLY: Core profile- Beverage and Tobacco Product Manufacturing
profile_ind_pharm,WEB ONLY: Core profile- Pharmaceutical and Medicine Manufacturing
profile_ind_healthprod,"WEB ONLY: Core profile- Health, Personal Care, and Beauty Product Manufacturing"
profile_ind_hhprod,WEB ONLY: Core profile- Household Product Manufacturing
profile_ind_advert,WEB ONLY: Core profile- Advertising Agencies
profile_ind_healthcare,WEB ONLY: Core profile- Health Care
profile_ind_mktresearch,WEB ONLY: Core profile- Market Research and Public Opinion Polling
profile_ind_marketing,WEB ONLY: Core profile- Marketing Consulting Services
profile_ind_pubrel,WEB ONLY: Core profile- Public Relations Agencies
profile_ind_broadcast,WEB ONLY: Core profile- Broadcasting
profile_ind_finance,WEB ONLY: Core profile- Finance
profile_ind_retail,WEB ONLY: Core profile- Retail Trade
profile_ind_foodbev,WEB ONLY: Core profile- Food and Beverage Stores
profile_occ1current,WEB ONLY: Core profile- Occupation (detailed) in current or main job
profile_occ2current,WEB ONLY: Core profile- Major occupation group in current or main job
profile_occ3current,WEB ONLY: Core profile- Occupation (tight scale) in current or main job
profile_employersize,WEB ONLY: Core profile- Total number of persons working for employer
profile_occ1recent,WEB ONLY: Core profile- Occupation (detailed) in most recent job
profile_occ2recent,WEB ONLY: Core profile- Major occupation group in most recent job
profile_occ3recent,WEB ONLY: Core profile- Occupation (tight scale) in most recent job
profile_hhpurchdec,WEB ONLY: Core profile- Major purchase decisions in household
paprofile_lang,WEB ONLY: Polit Affairs profile- Survey language
paprofile_righttrack,WEB ONLY: Polit Affairs profile- Q1: country on right track
paprofile_mip,WEB ONLY: Polit Affairs profile- Q2: most important issue facing the U.S. today
paprofile_mip_oth,WEB ONLY: RESTRICTED: Polit Affairs profile- Q2: most important issue- other
paprofile_regist,WEB ONLY: Polit Affairs profile- Q3: Is R currently registered to vote
paprofile_everreg,WEB ONLY: Polit Affairs profile- Q4: has R ever been registered to vote
paprofile_vote2008_pres,WEB ONLY: Polit Affairs profile- Q5: did R vote in 2008 presidential election
paprofile_howvote2008_pres,WEB ONLY: Polit Affairs profile- Q6: how did R vote in 2008 pres election
paprofile_pres2008_oth,WEB ONLY: RESTRICTED: Polit Affairs profile- Q6: other vote- R vote 2008 pres election
paprofile_vote2010_congr,WEB ONLY: Polit Affairs profile- Q6B: did R vote in 2010 Congressional election
paprofile_howvote2010_congr,WEB ONLY: Polit Affairs profile- Q6C: how did R vote in 2010 Congr election
paprofile_pid,WEB ONLY: Polit Affairs profile- Q7: party identification
paprofile_othpid,WEB ONLY: RESTRICTED: Polit Affairs profile- Q7: party identification- other
paprofile_pidstrong_rep,WEB ONLY: Polit Affairs profile- Q8: strength Repub party identification
paprofile_pidstrong_dem,WEB ONLY: Polit Affairs profile- Q9: strength Dem party identification
paprofile_pidcloser,WEB ONLY: Polit Affairs profile- Q10: PID closer to which party
paprofile_libcon_self,WEB ONLY: Polit Affairs profile- Q11: 7pt liberal-conservative self rating
paprofile_libcon_pres,WEB ONLY: Polit Affairs profile- Q11A: 7pt liberal-conservative President rating
paprofile_favrate_pres,WEB ONLY: Polit Affairs profile- Q12: overall impression of President favorable
paprofile_presperf,WEB ONLY: Polit Affairs profile- Q13: approve Pres on job as President
paprofile_presperf_econ,WEB ONLY: Polit Affairs profile- Q14(1): approve Pres on the economy
paprofile_presperf_deficit,WEB ONLY: Polit Affairs profile- Q14(2): approve Pres on federal deficit
paprofile_presperf_healthc,WEB ONLY: Polit Affairs profile- Q14(3): approve Pres on healthcare
paprofile_presperf_taxes,WEB ONLY: Polit Affairs profile- Q14(4): approve Pres on taxes
paprofile_presperf_educ,WEB ONLY: Polit Affairs profile- Q14(5): approve Pres on education
paprofile_presperf_forgnpol,WEB ONLY: Polit Affairs profile- Q14(6): approve Pres on foreign policy
paprofile_presperf_racerel,WEB ONLY: Polit Affairs profile- Q14(7): approve Pres on race relations
paprofile_presperf_envir,WEB ONLY: Polit Affairs profile- Q14(8): approve Pres on the environment
paprofile_presperf_immig,WEB ONLY: Polit Affairs profile- Q14(9): approve Pres on immigration
paprofile_presperf_terror,WEB ONLY: Polit Affairs profile- Q14(10): approve Pres on terrorism
paprofile_presperf_afghan,WEB ONLY: Polit Affairs profile- Q14(11): approve Pres on Afghanistan situation
paprofile_presperf_jobs,WEB ONLY: Polit Affairs profile- Q14(12): approve Pres on jobs
paprofile_presperf_energy,WEB ONLY: Polit Affairs profile- Q14(13): approve Pres on energy
paprofile_prestime_forgnpol,WEB ONLY: Polit Affairs profile- Q15(1): time of Pres on foreign policy issues
paprofile_prestime_economic,WEB ONLY: Polit Affairs profile- Q15(2): time of Pres on economic issues
paprofile_prestime_domestic,WEB ONLY: Polit Affairs profile- Q15(3): time of Pres on domestic policy issues
paprofile_prestime_homesec,WEB ONLY: Polit Affairs profile- Q15(4): time of Pres home security since 9/11
paprofile_interestpolit,WEB ONLY: Polit Affairs profile- Q16: interest in politics and public affairs
paprofile_freqpolit_work,WEB ONLY: Polit Affairs profile- PIN1(1): how often politics at work
paprofile_freqpolit_church,WEB ONLY: Polit Affairs profile- PIN1(2): how often politics at church
paprofile_freqpolit_friends,WEB ONLY: Polit Affairs profile- PIN1(3): how often politics friends
paprofile_freqpolit_family,WEB ONLY: Polit Affairs profile- PIN1(4): how often politics family
paprofile_freqpolit_blog,WEB ONLY: Polit Affairs profile- PIN1(5): how often politics inet msg board/blog
paprofile_freqpolit_socmedia,WEB ONLY: Polit Affairs profile- PIN1(6): how often politics social media
paprofile_politinfo_radio,WEB ONLY: Polit Affairs profile- MED1(1): politics info from radio
paprofile_politinfo_inetnews,WEB ONLY: Polit Affairs profile- MED1(2): politics info from internet news sites
paprofile_politinfo_prntnwsp,WEB ONLY: Polit Affairs profile- MED1(3): politics info from print newspapers
paprofile_politinfo_tv,WEB ONLY: Polit Affairs profile- MED1(4): politics info from television
paprofile_politinfo_mags,WEB ONLY: Polit Affairs profile- MED1(5): politics info from magazines
paprofile_politinfo_blogs,WEB ONLY: Polit Affairs profile- MED1(6): politics info from internet blogs
paprofile_politinfo_socmedia,WEB ONLY: Polit Affairs profile- MED1(7): politics info from social media
paprofile_ancestry_1,WEB ONLY: RESTRICTED: Polit Affairs profile- QEG1(1): R ancestry 1 (not ordered)
paprofile_ancestry_2,WEB ONLY: RESTRICTED: Polit Affairs profile- QEG1(2): R ancestry 2 (not ordered)
paprofile_ancestry_3,WEB ONLY: RESTRICTED: Polit Affairs profile- QEG1(3): R ancestry 3 (not ordered)
paprofile_ancestry_4,WEB ONLY: RESTRICTED: Polit Affairs profile- QEG1(4): R ancestry 4 (not ordered)
paprofile_ancestry_5,WEB ONLY: RESTRICTED: Polit Affairs profile- QEG1(5): R ancestry 5 (not ordered)
paprofile_rlang_1,WEB ONLY: RESTRICTED: Polit Affairs profile- QEG3(1): languages R speaks 1
paprofile_rlang_2,WEB ONLY: RESTRICTED: Polit Affairs profile- QEG3(2): languages R speaks 2
paprofile_rlang_3,WEB ONLY: RESTRICTED: Polit Affairs profile- QEG3(3): languages R speaks 3
paprofile_otherslang_1,WEB ONLY: RESTRICTED: Polit Affairs profile- QEG4(1): languages others speak 1
paprofile_otherslang_2,WEB ONLY: RESTRICTED: Polit Affairs profile- QEG4(2): languages others speak 2
paprofile_otherslang_3,WEB ONLY: RESTRICTED: Polit Affairs profile- QEG4(3): languages others speak 3
paprofile_borncit,WEB ONLY: Polit Affairs profile- QEG23: Was R born a citizen
paprofile_whencit,WEB ONLY: RESTRICTED: Polit Affairs profile- QEG24: Year R become a citizen
paprofile_priorcit,WEB ONLY: RESTRICTED: Polit Affairs profile- QEG25: R prior citizenship
paprofile_multcit,WEB ONLY: Polit Affairs profile- QEG26: Is R a citizen of more than 1 country
paprofile_2ndcit,WEB ONLY: RESTRICTED: Polit Affairs profile- QEG28: Country of 2nd citizenship
paprofile_orient_r,WEB ONLY: Polit Affairs profile- Q23: R sexual orientation
paprofile_orient_oth,WEB ONLY: Polit Affairs profile- Q22: Sexual orientation of friends and family
paprofile_transgender,WEB ONLY: RESTRICTED: Polit Affairs profile- Q23A: Does R consider self transgender
paprofile_unionmem,WEB ONLY: Polit Affairs profile- Q24: Is R a member of a labor union
paprofile_aarp,WEB ONLY: Polit Affairs profile- Q24A: Is R a member of the AARP
paprofile_milit,WEB ONLY: RESTRICTED: Polit Affairs profile- Q25: R ever served on active military duty
paprofile_milit_family,WEB ONLY: Polit Affairs profile- Q25A: Family serving on active military duty
paprofile_religion,WEB ONLY: Polit Affairs profile- Q26: What is R’s religion
paprofile_religionfull,WEB ONLY: Polit Affairs profile- Q26: What is R’s religion
paprofile_religion_oth,WEB ONLY: RESTRICTED: Polit Affairs profile- Q26: What is R’s religion -other
paprofile_bornagain,WEB ONLY: Polit Affairs profile- Q26A: IS R born-again or evangelical Christian
paprofile_jewish,WEB ONLY: RESTRICTED: Polit Affairs profile- Q26B: R consider self Jewish
paprofile_jewishparent,WEB ONLY: RESTRICTED: Polit Affairs profile- Q26C: R Jewish mother or father
paprofile_attend,WEB ONLY: Polit Affairs profile- Q27: How often R attends religious services
paprofile_orgservice,WEB ONLY: Polit Affairs profile- Q28(1): R active in service club or frat org
paprofile_orgveterans,WEB ONLY: Polit Affairs profile- Q28(2): R active in veterans group
paprofile_orgrelig,WEB ONLY: Polit Affairs profile- Q28(3): R active in religious group
paprofile_orgsenior,WEB ONLY: Polit Affairs profile- Q28(4): R active in senior center or group
paprofile_orgwomen,WEB ONLY: Polit Affairs profile- Q28(5): R active in womens group
paprofile_orgpolitiss,WEB ONLY: Polit Affairs profile- Q29(1): R active in issue-oriented polit group
paprofile_orgcivic,WEB ONLY: Polit Affairs profile- Q29(2): R active in non-partisan civic org
paprofile_orgschool,WEB ONLY: Polit Affairs profile- Q29(3): R active in school club or association
paprofile_orgyouth,WEB ONLY: Polit Affairs profile- Q29(4): R active in hobby/sport team/youth grp
paprofile_orgneighb,WEB ONLY: Polit Affairs profile- Q29(5): R active in neighborhd assoc/commun grp
paprofile_orgethnic,WEB ONLY: Polit Affairs profile- Q29(6): R active in racial/ethnic interest grp
paprofile_attendpta,WEB ONLY: Polit Affairs profile- Q30(1): R attend PTA/school grp mtg in last yr
paprofile_attendcommun,WEB ONLY: Polit Affairs profile- Q30(2): R attend community grp mtg in last yr
paprofile_donateblood,WEB ONLY: Polit Affairs profile- Q30(3): R donated blood in last yr
paprofile_givecharity,WEB ONLY: Polit Affairs profile- Q30(4): R gave money to charity in last yr
paprofile_workcharity,WEB ONLY: Polit Affairs profile- Q30(5): R worked for church/charity in last yr
paprofile_rally,WEB ONLY: Polit Affairs profile- Q31(1): R attend protest or rally in last yr
paprofile_govtoffic,WEB ONLY: Polit Affairs profile- Q31(2): R contact govt official in last yr
paprofile_prescamp,WEB ONLY: Polit Affairs profile- Q31(3): R work for pres campaign in last yr
paprofile_othcamp,WEB ONLY: Polit Affairs profile- Q31(4): R work for oth cand or issue in last yr
paprofile_moneyprescamp,WEB ONLY: Polit Affairs profile- Q31(5): R gave money to pres campgn in last yr
paprofile_moneyothcamp,WEB ONLY: Polit Affairs profile- Q31(6): R gave money oth cand/issue in last yr
paprofile_workcommuniss,WEB ONLY: Polit Affairs profile- Q31(7): R work in commun on issue in last yr
paprofile_workcommbd,WEB ONLY: Polit Affairs profile- Q31(8): R serve on community board in last yr
paprofile_lettertonewsp,WEB ONLY: Polit Affairs profile- Q31(9): R written letter to editor in last yr
paprofile_messagebd,WEB ONLY: Polit Affairs profile- Q31(10): R polit comment message brd in last yr
paprofile_publicofc,WEB ONLY: Polit Affairs profile- Q31(11): R held publicly elected ofc in last yr
paprofile_1stcamp,WEB ONLY: Polit Affairs profile- Q31A: First time involved in a polit campaign
paprofile_active_teapty,WEB ONLY: Polit Affairs profile- Q11D(1): R active in Tea Party movement
paprofile_active_envir,WEB ONLY: Polit Affairs profile- Q11D(2): R active in envirnmental rights movemt
paprofile_active_womrts,WEB ONLY: Polit Affairs profile- Q11D(3): R active in womens rights movement
paprofile_active_equrts,WEB ONLY: Polit Affairs profile- Q11D(4): R active in racial equality movement
paprofile_active_righttolife,WEB ONLY: Polit Affairs profile- Q11D(5): R active in right to life movement
paprofile_active_peace,WEB ONLY: Polit Affairs profile- Q11D(6): R active in peace movement
paprofile_active_lgbt,WEB ONLY: Polit Affairs profile- Q11D(7): R active in LGBT rights movement
paprofile_active_occupy,WEB ONLY: Polit Affairs profile- Q11D: R active in Occupy movement
paprofile_recent_teapty,WEB ONLY: Polit Affairs profile- Q11E(1): R Tea Party movement in last yr
paprofile_recent_envir,WEB ONLY: Polit Affairs profile- Q11E(2): R envrnmental rights movemt in last yr
paprofile_recent_womrts,WEB ONLY: Polit Affairs profile- Q11E(3): R womens rights movement in last yr
paprofile_recent_equrts,WEB ONLY: Polit Affairs profile- Q11E(4): R racial equality movement in last yr
paprofile_recent_righttolife,WEB ONLY: Polit Affairs profile- Q11E(5): R right to life movement in last yr
paprofile_recent_peace,WEB ONLY: Polit Affairs profile- Q11E(6): R peace movement in last yr
paprofile_recent_lgbt,WEB ONLY: Polit Affairs profile- Q11E(7): R LGBT rights movement in last yr
paprofile_recent_occupy,WEB ONLY: Polit Affairs profile- Q11E(8): R Occupy movement in last yr
paprofile_moneyenvir,WEB ONLY: Polit Affairs profile- Q32(1): Given money to environ org in last yr
paprofile_timeenvir,WEB ONLY: Polit Affairs profile- Q32(2): Given time to environ org in last yr
paprofile_recyclepaper,WEB ONLY: Polit Affairs profile- Q32(3): Recycled paper in last yr
paprofile_recyclecans,WEB ONLY: Polit Affairs profile- Q32(4): Recycled cans in last yr
paprofile_recycleglass,WEB ONLY: Polit Affairs profile- Q32(5): Recycled glass in last yr
paprofile_recycleplast,WEB ONLY: Polit Affairs profile- Q32(6): Recycled plastic in last yr
paprofile_prodrecycled,WEB ONLY: Polit Affairs profile- Q32(7): Chose product becse recycled in last yr
paprofile_energycut,WEB ONLY: Polit Affairs profile- Q32(8): Took steps to reduce energy in last yr
paprofile_replacebulbs,WEB ONLY: Polit Affairs profile- Q32(9): Replaced fluoresc bulbs with CFLs
paprofile_otherenvir,WEB ONLY: Polit Affairs profile- Q32(10): Other environmental in last yr
paprofile_engytaxcredit,WEB ONLY: Polit Affairs profile- Q32A: Qualify resid energy income tax credit
paprofile_selfenvironlst,WEB ONLY: Polit Affairs profile- Q33: Describe yourself as an environmentalist
paprofile_hhguns,WEB ONLY: Polit Affairs profile- Q34: Have guns or revolvers in home or garage
paprofile_pistol,WEB ONLY: Polit Affairs profile- Q35(1): Type of gun- pistol selected
paprofile_shotgun,WEB ONLY: Polit Affairs profile- Q35(2): Type of gun- shotgun selected
paprofile_rifle,WEB ONLY: Polit Affairs profile- Q35(3): Type of gun- rifle selected
paprofile_othergun,WEB ONLY: Polit Affairs profile- Q35(4): Type of gun- other selected
paprofile_othergun_type,WEB ONLY: RESTRICTED: Polit Affairs profile- Q35(4): Type of gun- other
paprofile_personalgun,WEB ONLY: Polit Affairs profile- Q36: Does any gun personally belong to R
paprofile_comments,WEB ONLY: RESTRICTED: Polit Affairs profile- R comments you would like to share
race2012_sen,2012 election – U.S. Senate race in state (state of Respondent address)
race2012_gov,2012 election – governor race in state (state of Respondent address)
typerace2012_hse,2012 election – type race for U.S. House (ballot at address of Respondent)
typerace2012_sen,2012 election – type race for U.S. Senate (ballot at address of Respondent)
typerace2012_gov,2012 election – type race for state governor (ballot at address of Respondent)
cand_hse_dem_name,Candidate – name: 2012 U.S. House Democratic cand (ballot at address of Respondent)
cand_hse_dem_gend,Candidate – gender: 2012 U.S. House Democratic cand (ballot at address of Respondent)
cand_hse_dem_code,Candidate – code: 2012 U.S. House Democratic cand (ballot at address of Respondent)
cand_hse_rep_name,Candidate – name: 2012 U.S. House Republican cand (ballot at address of Respondent)
cand_hse_rep_gend,Candidate – gender: 2012 U.S. House Republican cand (ballot at address of Respondent)
cand_hse_rep_code,Candidate – code: 2012 U.S. House Republican cand (ballot at address of Respondent)
cand_hse_oth_name,Candidate – name: 2012 U.S. House other (3rd) cand (ballot at address of Respondent)
cand_hse_oth_gend,Candidate – gender: 2012 U.S. House other (3rd) cand (ballot at address of Respondent)
cand_hse_oth_code,Candidate – code: 2012 U.S. House other (3rd) cand (ballot at address of Respondent)
cand_hse_oth_pty,Candidate – party: 2012 U.S. House other (3rd) cand (ballot at address of Respondent)
cand_sen_dem_name,Candidate – name: 2012 U.S. Senate Democratic cand (state of Respondent address)
cand_sen_dem_gend,Candidate – gender: 2012 U.S. Senate Democratic cand (state of Respondent address)
cand_sen_dem_code,Candidate – code: 2012 U.S. Senate Democratic cand (state of Respondent address)
cand_sen_rep_name,Candidate – name: 2012 U.S. Senate Republican cand (state of Respondent address)
cand_sen_rep_gend,Candidate – gender: 2012 U.S. Senate Republican cand (state of Respondent address)
