var_name,summary,question,valid_labels,missing_labels
V082021c,PreAdmin.21c. COMMENT:SUMMARY: negative comment,"PRE-ELECTION INTERVIEWER:
Person did not have to use these exact words, but did the
informant/respondent make any of the following NEGATIVE comments?
  - 'Surveys are a WASTE OF TIME'
  - 'I DON'T TRUST SURVEYS'
  - 'Surveys are a WASTE OF TAXPAYERS MONEY'
  - 'NEVER DO SURVEYS'
  - 'I'm NOT INTERESTED'
  - Other negative statement","0. No negative comment indicated in PreAdmin.22h-PreAdmin.22p
1. One negative comment indicated in PreAdmin.22h-PreAdmin.22p
2. Two negative comments indicated in PreAdmin.22h-PreAdmin.22p
3. Three negative comments indicated in PreAdmin.22h-PreAdmin.22p
4. Four negative comments indicated in PreAdmin.22h-PreAdmin.22p
5. Five negative comments indicated in PreAdmin.22h-PreAdmin.22p
6. Six negative comments indicated in PreAdmin.22h-PreAdmin.22p",-4. Missing (missing PreAdmin.22h-PreAdmin.22p)
V082021d,PreAdmin.21d. COMMENT:SUMMARY: eligibility comment,"PRE-ELECTION INTERVIEWER:
Person did not have to use these exact words, but did the
informant/respondent make any of the following ELIGIBILITY comments?
  - 'I DON'T KNOW ANYTHING about the survey topic'
  - 'I'm NOT MARRIED/ I don't have a partner/ I don't have any children'
  - 'I'M TOO YOUNG/ I'm TOO OLD'
  - 'I don't vote/ I can't vote'
  - Other eligibility statement","0. No eligibility comment indicated in PreAdmin.22q-PreAdmin.22u
1. One eligibility comment indicated in PreAdmin.22q-PreAdmin.22u
2. Two eligibility comments indicated in PreAdmin.22q-PreAdmin.22u
3. Three eligibility comments indicated in PreAdmin.22q-PreAdmin.22u
4. Four eligibility comments indicated in PreAdmin.22q-PreAdmin.22u
5. Five eligibility comments indicated in PreAdmin.22q-PreAdmin.22u",-4. Missing (missing PreAdmin.22q-PreAdmin.22u)
V082021e,PreAdmin.21e. COMMENT:SUMMARY: privacy comment,"PRE-ELECTION INTERVIEWER:
Person did not have to use these exact words, but did the
informant/respondent make any of the following PRIVACY comments?
  - 'You'll ask me too many PERSONAL  QUESTIONS / I don't want to
      talk about these kinds of things'
  - 'The GOVERNMENT ALREADY KNOWS EVERYTHING about me already'
  - Other privacy/ sensitivity statements","0. No privacy comment indicated in PreAdmin.22v-PreAdmin.22y
1. One privacy comment indicated in PreAdmin.22v-PreAdmin.22y
2. Two privacy comments indicated in PreAdmin.22v-PreAdmin.22y
3. Three privacy comments indicated in PreAdmin.22v-PreAdmin.22y",-4. Missing (missing PreAdmin.22v-PreAdmin.22y)
V082022a,PreAdmin.22a. Comment: positive - help community,"PRE-ELECTION INTERVIEWER:
Person did not have to use these exact words, but did the
informant/respondent make any of the following POSTIVE comments?
  - 'I like to do things that HELP THE COMMUNITY'","0. Not marked
1. Marked",-4. Missing (missing PreAdmin.22a-PreAdmin.22c)
V082022b,PreAdmin.22b. Comment: positive - enjoy surveys,"PRE-ELECTION INTERVIEWER:
Person did not have to use these exact words, but did the
informant/respondent make any of the following POSTIVE comments?
  - 'I ENJOY DOING SURVEYS'","0. Not marked
1. Marked",-4. Missing (missing PreAdmin.22a-PreAdmin.22c)
V082022c,PreAdmin.22c. Comment: other positive,"PRE-ELECTION INTERVIEWER:
Person did not have to use these exact words, but did the
informant/respondent make any of the following POSTIVE comments?
  - Other positive statement","0. Not marked
1. Marked",-4. Missing (missing PreAdmin.22a-PreAdmin.22c)
V082022d,PreAdmin.22d. Comment: time delay - too busy,"PRE-ELECTION INTERVIEWER:
Person did not have to use these exact words, but did the
informant/respondent make any of the following TIME DELAY comments?
  - 'I am TOO BUSY/ I don't have time'","0. Not marked
1. Marked",-4. Missing (missing PreAdmin.22d-PreAdmin.22g)
V082022e,PreAdmin.22e. Comment: time delay - bad time,"PRE-ELECTION INTERVIEWER:
Person did not have to use these exact words, but did the
informant/respondent make any of the following TIME DELAY comments?
  - 'This is a BAD TIME / Can you COME BACK LATER'","0. Not marked
1. Marked",-4. Missing (missing PreAdmin.22d-PreAdmin.22g)
V082022f,PreAdmin.22f. Comment: time delay - think about it,"PRE-ELECTION INTERVIEWER:
Person did not have to use these exact words, but did the
informant/respondent make any of the following TIME DELAY comments?
  - 'Let me THINK ABOUT IT'","0. Not marked
1. Marked",-4. Missing (missing PreAdmin.22d-PreAdmin.22g)
V082022g,PreAdmin.22g. Comment: other time delay,"PRE-ELECTION INTERVIEWER:
Person did not have to use these exact words, but did the
informant/respondent make any of the following TIME DELAY comments?
  - Other time delay statement","0. Not marked
1. Marked",-4. Missing (missing PreAdmin.22d-PreAdmin.22g)
V082022h,PreAdmin.22h. Comment: negative - waste of time,"PRE-ELECTION INTERVIEWER:
Person did not have to use these exact words, but did the
informant/respondent make any of the following NEGATIVE comments?
  - 'Surveys are a WASTE OF TIME'","0. Not marked
1. Marked",-4. Missing (missing PreAdmin.22h-PreAdmin.22p)
V082022j,PreAdmin.22j. Comment: negative - don't trust surveys,"PRE-ELECTION INTERVIEWER:
Person did not have to use these exact words, but did the
informant/respondent make any of the following NEGATIVE comments?
  - 'I DON'T TRUST SURVEYS'","0. Not marked
1. Marked",-4. Missing (missing PreAdmin.22h-PreAdmin.22p)
V082022k,PreAdmin.22k. Comment: negative - surveys waste money,"PRE-ELECTION INTERVIEWER:
Person did not have to use these exact words, but did the
informant/respondent make any of the following NEGATIVE comments?
  - 'Surveys are a WASTE OF TAXPAYERS MONEY'","0. Not marked
1. Marked",-4. Missing (missing PreAdmin.22h-PreAdmin.22p)
V082022m,PreAdmin.22m. Comment: negative - never do surveys,"PRE-ELECTION INTERVIEWER:
Person did not have to use these exact words, but did the
informant/respondent make any of the following NEGATIVE comments?
  - 'NEVER DO SURVEYS'","0. Not marked
1. Marked",-4. Missing (missing PreAdmin.22h-PreAdmin.22p)
V082022n,PreAdmin.22n. Comment: negative - not interested,"PRE-ELECTION INTERVIEWER:
Person did not have to use these exact words, but did the
informant/respondent make any of the following NEGATIVE comments?
  - 'I'm NOT INTERESTED'","0. Not marked
1. Marked",-4. Missing (missing PreAdmin.22h-PreAdmin.22p)
V082022p,PreAdmin.22p. Comment: other negative,"PRE-ELECTION INTERVIEWER:
Person did not have to use these exact words, but did the
informant/respondent make any of the following NEGATIVE comments?
  - Other negative statement","0. Not marked
1. Marked",-4. Missing (missing PreAdmin.22h-PreAdmin.22p)
V082022q,PreAdmin.22q. Comment: eligibility - don't know about topic,"PRE-ELECTION INTERVIEWER:
Person did not have to use these exact words, but did the
informant/respondent make any of the following ELIGIBILITY comments?
  - 'I DON'T KNOW ANYTHING about the survey topic'","0. Not marked
1. Marked",-4. Missing (missing PreAdmin.22q-PreAdmin.22u)
V082022r,PreAdmin.22r. Comment: eligibility - no spouse/parn/child,"PRE-ELECTION INTERVIEWER:
Person did not have to use these exact words, but did the
informant/respondent make any of the following ELIGIBILITY comments?
  - 'I'm NOT MARRIED/ I don't have a partner/ I don't have any children'","0. Not marked
1. Marked",-4. Missing (missing PreAdmin.22q-PreAdmin.22u)
V082022s,PreAdmin.22s. Comment: eligibility - too young/too old,"PRE-ELECTION INTERVIEWER:
Person did not have to use these exact words, but did the
informant/respondent make any of the following ELIGIBILITY comments?
  - 'I'M TOO YOUNG/ I'm TOO OLD'","0. Not marked
1. Marked",-4. Missing (missing PreAdmin.22q-PreAdmin.22u)
V082022t,PreAdmin.22t. Comment: eligibility - don't vote,"PRE-ELECTION INTERVIEWER:
Person did not have to use these exact words, but did the
informant/respondent make any of the following ELIGIBILITY comments?
  - 'I don't vote/ I can't vote'","0. Not marked
1. Marked",-4. Missing (missing PreAdmin.22q-PreAdmin.22u)
V082022u,PreAdmin.22u. Comment: other eligibility,"PRE-ELECTION INTERVIEWER:
Person did not have to use these exact words, but did the
informant/respondent make any of the following ELIGIBILITY comments?
  - Other eligibility statement","0. Not marked
1. Marked",-4. Missing (missing PreAdmin.22q-PreAdmin.22u)
V082022v,PreAdmin.22v. Comment: privacy - personal questions,"PRE-ELECTION INTERVIEWER:
Person did not have to use these exact words, but did the
informant/respondent make any of the following PRIVACY comments?
  - 'You'll ask me too many PERSONAL  QUESTIONS / I don't want to
       talk about these kinds of things'","0. Not marked
1. Marked",-4. Missing (missing PreAdmin.22v-PreAdmin.22y)
V082022w,PreAdmin.22w. Comment: privacy - govt knows everything,"PRE-ELECTION INTERVIEWER:
Person did not have to use these exact words, but did the
informant/respondent make any of the following PRIVACY comments?
  - 'The GOVERNMENT ALREADY KNOWS EVERYTHING about me already'","0. Not marked
1. Marked",-4. Missing (missing PreAdmin.22v-PreAdmin.22y)
V082022y,PreAdmin.22y. Comment: other privacy,"PRE-ELECTION INTERVIEWER:
Person did not have to use these exact words, but did the
informant/respondent make any of the following PRIVACY comments?
  - Other privacy/ sensitivity statements","0. Not marked
1. Marked",-4. Missing (missing PreAdmin.22v-PreAdmin.22y)
V082023,PreAdmin.23. DWELLING UNIT: type of structure: Pre-election,"INTERVIEWER (DWELLING UNIT):
Type of structure:
  - Mobile home
  - Detached single family
  - Duplex
  - Apartment building/Condo/townhouse complex
  - Other","1. Mobile home
2. Detached single family
3. Duplex
4. Apartment building/Condo/townhouse complex
7. Other {SPECIFY}",-4. Missing
V082024,PreAdmin.24. DWELLING UNIT: structure descript: Pre-election,"INTERVIEWER (DWELLING UNIT):
Which of the following best describes this structure:
  - Single family home
  - Structure with 2 to 9 units
  - Structure with 10 to 49 units
  - Structure with 50 or more units
  - Other","1. Single family home
2. Structure with
3. Structure with
4. Structure with
7. Other {SPECIFY}","-4. Missing
-1. INAP,"
V082024a,PreAdmin.24a. DWELLING UNIT: struct residential: Pre-electn,"INTERVIEWER (DWELLING UNIT):
Is this structure:
  - Entirely residential
  - Primarily residential with some commercial or other non-
      residential
  - Primarily commercial or other non-residential","1. Entirely residential
2. Primarily residential with some commercial or other non-
3. Primarily commercial or other non-residential","-4. Missing
-1. INAP,"
V082025,PreAdmin.25. DWELLING UNIT: observe urbanicity: Pre-election,"INTERVIEWER (DWELLING UNIT):
Which of the following best describes the immediate area or
street (one block, both sides) where the sample member/
respondent lives?
  - Rural farm
  - Rural town
  - Suburban
  - Urban, residential only
  - 3 or more commercial properties, mostly retail
  - 3 or more commercial properties, mostly wholesale or industrial
  - Other","1. Rural farm
2. Rural town
3. Suburban
4. Urban, residential only
7. Other {SPECIFY}",-4. Missing
V082026a,PreAdmin.26a. DWELLING UNIT: window pol signs: Pre-election,"INTERVIEWER (DWELLING UNIT):
Enter number of campaign or political signs visable in the
structure's window(s)",,-4. Missing
V082026b,PreAdmin.26b. DWELLING UNIT: exterior pol signs: Pre-electn,"INTERVIEWER (DWELLING UNIT):
Enter number of campaign or political signs visable in front/outside
of the structure.",,-4. Missing
V082027,PreAdmin.27. DWELLING UNIT:SUMMARY:access: Pre-election,"PRE-ELECTION INTERVIEWER (DWELLING UNIT):
What types of security measures or barriers, if any, might
interfere with your access to the sample member's/respondent's
dwelling?  Select all that apply.
  - Bars on the windows
  - Crime watch or security system signs
  - No Trespassing signs
  - Beware of dog sign
  - No solicitors sign
  - Security Door- windowless metal primary entrance
  - Guard/Door Person must call the unit
  - Guard/Door Person must give access to building
  - Guard at gate of community
  - On-site/Off-site Staff/Manager who controls access
  - No buzzer-locked main entrance/gate
  - Buzzer no unit address labels -locked entrance
  - Buzzer with address labels -locked entrance
  - Threatening animal on or near the property","0. No security measure indicated in PreAdmin.27a-PreAdmin.27q
1. One security measure indicated in PreAdmin.27a-PreAdmin.27q
2. Two security measures indicated in PreAdmin.27a-PreAdmin.27q
3. Three security measures indicated in PreAdmin.27a-PreAdmin.27q
4. Four security measures indicated in PreAdmin.27a-PreAdmin.27q
5. Five security measures indicated in PreAdmin.27a-PreAdmin.27q
6. Six security measures indicated in PreAdmin.27a-PreAdmin.27q",-4. Missing (missing PreAdmin.27a-PreAdmin.27q)
V082027a,PreAdmin.27a. DWELLING UNIT: bars on windows: Pre-election,"PRE-ELECTION INTERVIEWER (DWELLING UNIT):
What types of security measures or barriers, if any, might
interfere with your access to the sample member's/respondent's
dwelling?  Select all that apply.
  - Bars on the windows","0. Not marked
1. Marked",-4. Missing (missing PreAdmin.27a-PreAdmin.27q)
V082027b,PreAdmin.27b. DWELLING UNIT: crimewtch/sec systm: Pre-electn,"PRE-ELECTION INTERVIEWER (DWELLING UNIT):
What types of security measures or barriers, if any, might
interfere with your access to the sample member's/respondent's
dwelling?  Select all that apply.
  - Crime watch or security system signs","0. Not marked
1. Marked",-4. Missing (missing PreAdmin.27a-PreAdmin.27q)
V082027c,PreAdmin.27c. DWELLING UNIT: no trespassing: Pre-election,"PRE-ELECTION INTERVIEWER (DWELLING UNIT):
What types of security measures or barriers, if any, might
interfere with your access to the sample member's/respondent's
dwelling?  Select all that apply.
  - No Trespassing signs","0. Not marked
1. Marked",-4. Missing (missing PreAdmin.27a-PreAdmin.27q)
V082027d,PreAdmin.27d. DWELLING UNIT: beware of dog: Pre-election,"PRE-ELECTION INTERVIEWER (DWELLING UNIT):
What types of security measures or barriers, if any, might
interfere with your access to the sample member's/respondent's
dwelling?  Select all that apply.
  - Beware of dog sign","0. Not marked
1. Marked",-4. Missing (missing PreAdmin.27a-PreAdmin.27q)
