var_name,description,question,valid_labels,missing_labels
presapp_job_x,PRE: SUMMARY-Approvalof President handling of job,,"1. Approve strongly
2. Approve notstrongly
4. Disapprove not strongly
5. Disapprove strongly
1. Approve strongly
2. Approvenot strongly
4. Disapprove notstrongly
5. Disapprove strongly
","-8. Don't know
-9. Refused
-8. Don'tknow
-9. Refused
"
presapp_econ,Approve ordisapprove President handling economy,DoyouAPPROVEorDISAPPROVEofthewayBarackObamaishandling the economy?,"1. Approve
2. Disapprove
1. Approve
2. Disapprove
","-8. Don'tknow
-9. Refused
-8. Don't know
-9. Refused
"
presapp_econstr,How muchapprove or disapprove Pres handling economy,Do you approve STRONGLY or NOT STRONGLY? / Do you disapprove STRONGLYor NOT STRONGLY?,"1. Strongly
2. Not strongly
1. Strongly
2. Not strongly
","-1. Inapplicable
-8. Don't know
-9. Refused
-1. Inapplicable
-8. Don't know
-9. Refused
"
presapp_econ_x,PRE: SUMMARY-Approvalof President handling economy,,"1. Approve strongly
2. Approve not strongly
4. Disapprovenot strongly
5. Disapprove strongly
1. Approve strongly
2. Approvenot strongly
4. Disapprove notstrongly
5. Disapprove strongly
","-8. Don't know
-9. Refused
-8. Don'tknow
-9. Refused
"
presapp_foreign,Approve ordisapprove President handling foreign rel,DoyouAPPROVEorDISAPPROVEofthewayBarackObamaishandling relations withforeign countries?,"1. Approve
2. Disapprove
1. Approve
2. Disapprove
","-8. Don'tknow
-9. Refused
-8. Don't know
-9. Refused
"
presapp_foreignstr,How muchapprove/disapprove Pres handling foreign rrel,Do you approve STRONGLY or NOT STRONGLY? / Do you disapprove STRONGLYor NOT STRONGLY?,"1. Strongly
2. Not strongly
1. Strongly
2. Not strongly
","-1. Inapplicable
-8. Don't know
-9. Refused
-1. Inapplicable
-8. Don't know
-9. Refused
"
presapp_foreign_x,PRE: SUMMARY-Approvalof President handling foreign relations,,"1. Approve strongly
2. Approve not strongly
4. Disapprovenot strongly
5. Disapprove strongly
1. Approve strongly
2. Approvenot strongly
4. Disapprove notstrongly
5. Disapprove strongly
","-8. Don't know
-9. Refused
-8. Don'tknow
-9. Refused
"
presapp_health,Approve ordisapprove President handling health care,DoyouAPPROVEorDISAPPROVEofthewayBarackObamaishandling health care?,"1. Approve
2. Disapprove
1. Approve
2. Disapprove
","-8. Don'tknow
-9. Refused
-8. Don't know
-9. Refused
"
presapp_healthstr,How muchapprove/disapprove Pres handling health care,Do you approve STRONGLY or NOT STRONGLY? / Do you disapprove STRONGLYor NOT STRONGLY?,"1. Strongly
2. Not strongly
1. Strongly
2. Not strongly
","-1. Inapplicable
-8. Don't know
-9. Refused
-1. Inapplicable
-8. Don't know
-9. Refused
"
presapp_health_x,PRE: SUMMARY-Approvalof President handling health care,,"1. Approve strongly
2. Approve not strongly
4. Disapprovenot strongly
5. Disapprove strongly
1. Approve strongly
2. Approvenot strongly
4. Disapprove notstrongly
5. Disapprove strongly
","-8. Don't know
-9. Refused
-8. Don'tknow
-9. Refused
"
presapp_war,Approve ordisapprove President handling war in Afghanst,DoyouAPPROVEorDISAPPROVEofthewayBarackObamaishandling the warin Afghanistan?,"1. Approve
2. Disapprove
1. Approve
2. Disapprove
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
presapp_warstr,How muchapprove/disapprove Pres handling war in Afghanst,Do you approve STRONGLY or NOT STRONGLY? / Do you disapprove STRONGLYor NOT STRONGLY?,"1. Strongly
2. Not strongly
1. Strongly
2. Not strongly
","-1. Inapplicable
-8. Don't know
-9. Refused
-1. Inapplicable
-8. Don't know
-9. Refused
"
presapp_war_x,PRE: SUMMARY-Approvalof President handling war in Afghanistan,,"1. Approve strongly
2. Approve notstrongly
4. Disapprove not strongly
5. Disapprove strongly
1. Approve strongly
2. Approvenot strongly
4. Disapprove notstrongly
5. Disapprove strongly
","-8. Don't know
-9. Refused
-8. Don'tknow
-9. Refused
"
ft_dpc,Feeling Thermometer: Democratic Presidential cand,(Looking at page [preload: prepg_c] of the booklet) (How would you rate:) [preload: DEM_PCNAME] Randomization: Order of Presidentialcands Logic: RandomizetheorderoftheDemocraticPresidentialcandidateandRepub- lican Presidential candidate thermometers (as 1st and 2nd thermometers). Load thepreloaded name of the Democratic Presidentialcandidate.,,
ft_rpc,Feeling Thermometer: Republican Presidential cand,(Looking at page [preload: prepg_c] of the booklet) (How would you rate:) [preload: REP_PCNAME] Randomization: Order of Presidentialcands Logic: Load thepreloaded name of the Republican Presidentialcandidate.,,
ft_dvpc,Feeling Thermometer: Democratic Vice-Prescand,(Looking at page [preload: prepg_c] of the booklet) (How would you rate:) [preload: DEM_VPCNAME] Randomization: Order of politicalfigure thermometers after Pres cands Logic: Randomizetheorderoftheindividualpoliticalfigurethermometersafterthe Presidentialcandidates. LoadthepreloadednameoftheDemocraticVice- Presidential candidate.,,
ft_rvpc,Feeling Thermometer: Republican Vice-Prescand,(Looking at page [preload: prepg_c] of the booklet) (How would you rate:) [preload: REP_VPCNAME] Randomization: Order political figurethermometers after Pres cands Logic: Load thepreloaded name of the Republican Vice-Presidentialcandidate.,,
ft_hclinton,Feeling Thermometer: Hillary Clinton,(Looking at page [preload: prepg_c] of the booklet) (How would you rate:) HILLARYCLINTON Randomization: Order political figurethermometers after Pres cands,,
ft_gwb,Feeling Thermometer: GW Bush,(Looking at page [preload: prepg_c] of the booklet) (How would you rate:) GEORGE W.BUSH Randomization: Order political figurethermometers after Pres cands,,
ft_dem,Feeling Thermometer: Democratic Party,(Looking at page [preload: prepg_c] of the booklet) (How would you rate:) the DEMOCRATICPARTY Randomization: Order of majorparties Logic: Randomize the order of the Democratic party and Republican party ther- mometers (afterthe individual figure thermometers),,
ft_rep,Feeling Thermometer: Republican Party,(Looking at [preload: prepg_c] of the booklet) (How would you rate:) the REPUBLICAN PARTY Randomization: Order of majorparties,,
ptylik_likdp,Is thereanything R likes about Democratic Party,Is thereanything in particular that you LIKEabout the Democratic party? Randomization: Order of majorparties Logic: Randomize theorder of the parties for theparty likes-dislikes set,"1. Yes
2. No
1. Yes
2. No
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
ptylik_lwhatdp,What doesR like about Democratic party,(What isthat?) Randomization: Order of majorparties,,"-2. Textresponses available in separatefile
-2. Textresponses available in separatefile
"
ptylik_disldp,Is thereanything R dislikes about Democratic Party,Is there anything in particular that you DON'T LIKE about the Democratic party? Randomization: Order of majorparties,"1. Yes
2. No
1. Yes
2. No
","-8. Don'tknow
-9. Refused
-8. Don't know
-9. Refused
"
ptylik_dwhatdp,What doesR dislike about the Democratic party,(What isthat?) Randomization: Order of majorparties,,"-2. Textresponses available in separatefile
-2. Textresponses available in separatefile
"
ptylik_likrp,Is thereanything R likes about Republican Party,Is thereanything in particular that you LIKEabout the Republican party? Randomization: Order of majorparties,"1. Yes
2. No
1. Yes
2. No
","-8. Don'tknow
-9. Refused
-8. Don't know
-9. Refused
"
ptylik_lwhatrp,What doesR like about Republican party,(What isthat?) Randomization: Order of majorparties,,"-2. Textresponses available in separatefile
-2. Textresponses available in separatefile
"
ptylik_dislrp,Is thereanything R dislikes about Republican Party,Is there anything in particular that you DON'T LIKE about the Republican party? Randomization: Order of majorparties,"1. Yes
2. No
1. Yes
2. No
","-8. Don'tknow
-9. Refused
-8. Don't know
-9. Refused
"
ptylik_dwhatrp,What doesR dislike about the Republican party,(What isthat?) Randomization: Order of majorparties,,"-2. Textresponses available in separatefile
-2. Textresponses available in separatefile
"
finance_finfam,R livingwith how many family members,Now onanother topic. How manyfamily members are living with you?,"0. No family members
1. One family member
2. Twofamily members
3. Threefamily members
4. Four family members
5. Five or morefamily members
0. No family members
1. One family member
2. Twofamilymembers
3. Three family members
4. Fourfamily members
5. Five or more familymembers
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
finance_finpast,R better/worseoffthan 1 year ago,We are interested in how people are getting along financially these days. Wouldyousaythat[you/youandyourfamilylivinghere]areBETTERoffor WORSE offthan you were a year ago?,"1. Better
2. Worse
3. The same (VOL)
1. Better
2. Worse
3. Thesame (VOL)
","-8. Don'tknow
-9. Refused
-8. Don't know
-9. Refused
"
finance_finpastamt,R howmuch better/worse offthan 1 yearago,[MUCH better or SOMEWHAT better / MUCH worse or SOMEWHAT worse]?,"1. Much
2. Somewhat
1. Much
2. Somewhat
","-1. Inapplicable
-8. Don't know
-9. Refused
-1. Inapplicable
-8. Don't know
-9. Refused
"
finance_finpast_x,PRE: SUMMARY-Betteror worse offthan 1year ago,,"1. Much better
2. Somewhatbetter
3. The same (VOL)
4. Somewhat worse
5. Much worse
1. Much better
2. Somewhat better
3. Thesame (VOL)
4. Somewhat worse
5. Much worse
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
finance_finnext,Will Rbe financially better/worse offone yearfrom now,"Now looking ahead, do you think that a year from now [you / you and your family living here] will be BETTER OFF financially, WORSE OFF, or JUST ABOUT THESAME as now?","1. Better
2. Worse
3. The same
1. Better
2. Worse
3. The same
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
finance_finnextamt,R howmuch better/worse off1 year fromnow,[MUCHbetterorSOMEWHATbetter/MUCHworseorSOMEWHATworse]?,"1. Much
2. Somewhat
1. Much
2. Somewhat
","-1. Inapplicable
-8. Don't know
-9. Refused
-1. Inapplicable
-8. Don't know
-9. Refused
"
finance_finnext_x,PRE: SUMMARY-Betteror worse off1 yearfrom now,,"1. Much better
2. Somewhatbetter
3. The same
4. Somewhat worse
5. Much worse
1. Much better
2. Somewhat better
3. The same
4. Somewhat worse
5. Much worse
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
health_insured,Does Rhave health insurance,Do youpresently have any kind of healthinsurance?,"1. Yes
2. No
1. Yes
2. No
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
health_2010hcr,Favor oroppose 2010 health care law,"Doyoufavor,oppose,orneitherfavornoropposethehealthcarereformlaw passed in 2010? This law requires all Americans to buy health insurance and requireshealth insurance companies to accept everyone.","1. Favor
2. Oppose
3. Neither favor nor oppose
1. Favor
2. Oppose
3. Neitherfavor nor oppose
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
health_2010hcrfav,Strength ofsupport or oppose 2010 law,"Do you favor that [a great deal, moderately, or a little / a little, moderately, or agreat deal]?","1. A great deal
2. Moderately
3. A little
1. A great deal
2. Moderately
3. A little
","-1. Inapplicable
-8. Don't know
-9. Refused
-1. Inapplicable
-8. Don't know
-9. Refused
"
health_2010hcropp,Strength ofsupport or oppose 2010 law,"Doyouopposethat(agreatdeal,moderately,oralittle/alittle,moderately, or agreat deal)?","1. A great deal
2. Moderately
3. A little
1. A great deal
2. Moderately
3. A little
","-1. Inapplicable
-8. Don't know
-9. Refused
-1. Inapplicable
-8. Don't know
-9. Refused
"
health_2010hcr_x,PRE: SUMMARY-Support2010 health care law,,"1. Favor a great deal
2. Favor moderately
3. Favora little
4. Neither favor nor oppose
5. Oppose a little
6. Opposemoderately
7. Oppose a great deal
1. Favor a greatdeal
2. Favor moderately
3. Favor a little
4. Neitherfavor nor oppose
5. Oppose alittle
6. Oppose moderately
7. Opposea great deal
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
health_self,Health ofR,"Would you say that in general your health is [excellent, very good, good, fair,or poor / poor,fair,good, very good, or excellent]?","1. Excellent
2. Verygood
3. Good
4. Fair
5. Poor
1. Excellent
2. Verygood
3. Good
4. Fair
5. Poor
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
health_smoke,Smoked Cigarettes,Have yousmoked at least 100 cigarettes inyour ENTIRE LIFE?,"1. Yes
2. No
1. Yes
2. No
","-8. Don'tknow
-9. Refused
-8. Don't know
-9. Refused
"
health_smokeamt,"If smoked,how many now","Do you NOW smoke cigarettes [every day, some days, or not at all / not at all, orsome days or every day]?","1. Every day
2. Some days
3. Not at all
1. Every day
2. Some days
3. Not at all
","-1. Inapplicable
-9. Refused
-1. Inapplicable
-9. Refused
"
candaff_angdpc,Affectfor Democratic Pres cand: angry,"[Thinkabout[preload: DEM_PCNAME].Has[preload: dem_pcname]--be- causeofthekindofpersonheisorbecauseofsomethinghehasdone,ever madeyoufeel: ANGRY/Has[preload: dem_pcname]evermadeyoufeel: ANGRY] Randomization: Order of Prescands; order of affects","1. Yes
2. No
1. Yes
2. No
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
candaff_angdpcoft,How oftenaffectangry about Democratic Pres cand,"How often would you say you￿ve felt angry -- [ALWAYS, MOST OF THE TIME,ABOUTHALFTHETIME,SOMEOFTHETIME,orNEVER/NEVER, SOME OF THE TIME, ABOUT HALF THE TIME, MOST OF THE TIME, or ALWAYS]? Randomization: Order of Prescands; order of affects","1. Always
2. Mostof the time
3. About halfthe time
4. Some of thetime
5. Never
","-1. Inapplicable
-8. Don't know
-9. Refused
"
candaff_hpdpc,Affectfor Democratic Pres cand: hopeful,"[Thinkabout[preload: DEM_PCNAME].Has[preload: dem_pcname]--be- cause of the kind of person he is or because of something he has done, ever made you feel: HOPEFUL / Has [preload: dem_pcname] ever made you feel: HOPEFUL] Randomization: Order of Prescands; order of affects","1. Yes
2. No
1. Yes
2. No
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
candaff_hpdpcoft,How oftenaffecthopeful about Democratic Pres cand,"How often would you say you￿ve felt hopeful -- [ALWAYS, MOST OF THE TIME,ABOUTHALFTHETIME,SOMEOFTHETIME,orNEVER/NEVER, SOME OF THE TIME, ABOUT HALF THE TIME, MOST OF THE TIME, or ALWAYS]? Randomization: Order of Prescands; order of affects","1. Always
2. Mostof the time
3. Abouthalf the time
4. Some ofthe time
5. Never
","-1. Inapplicable
-8. Don't know
-9. Refused
"
candaff_afrdpc,Affectfor Democratic Pres cand: afraid,"[Thinkabout[preload: DEM_PCNAME].Has[preload: dem_pcname]--be- causeofthekindofpersonheisorbecauseofsomethinghehasdone,ever madeyoufeel: AFRAID/Has[preload: dem_pcname]evermadeyoufeel: AFRAID] Randomization: Order of Prescands; order of affects","1. Yes
2. No
1. Yes
2. No
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
candaff_afrdpcoft,How oftenaffectafraid about Democratic Pres cand,"How often would you say you￿ve felt afraid -- [ALWAYS, MOST OF THE TIME,ABOUTHALFTHETIME,SOMEOFTHETIME,orNEVER/NEVER, SOME OF THE TIME, ABOUT HALF THE TIME, MOST OF THE TIME, or ALWAYS]? Randomization: Order of Prescands; order of affects","1. Always
2. Mostof the time
3. About halfthe time
4. Some of thetime
5. Never
","-1. Inapplicable
-8. Don't know
-9. Refused
"
candaff_prddpc,Affectfor Democratic Pres cand: proud,"[Thinkabout[preload: DEM_PCNAME].Has[preload: dem_pcname]--be- causeofthekindofpersonheisorbecauseofsomethinghehasdone,ever madeyoufeel: PROUD/Has[preload: dem_pcname]evermadeyoufeel: PROUD] Randomization: Order of Prescands; order of affects","1. Yes
2. No
1. Yes
2. No
","-8. Don't know
-9. Refused
-8. Don't know
-9. Refused
"
